After_taken_pixel,CPU,RAM,ROM,S5G,inner_href,name,phone_name,pic,price,resolution
6400万像素,骁龙888 Plus,8GB,128GB,支持5G,https://item.jd.com/10032182788140.html,ROG5S游戏手机5G 华硕rog败家之眼电竞手机5G全网通 骁龙888plus 144Hz高刷屏 暗影黑 8GB+128GB,,https://img10.360buyimg.com/n7/jfs/t1/145121/25/23550/185135/620affefEca661a70/2b9cb8e001dc4ab8.jpg,3989.00,其他
其他,骁龙888,12GB,256GB,支持5G,https://item.jd.com/10027249295006.html,努比亚（nubia）红魔6,,https://img11.360buyimg.com/n7/jfs/t1/214893/8/14564/140432/622eab1eEd5232202/3b427d000ab2beb3.jpg,3899.00,其他
未知后摄像素,暂无型号,8GB,128GB,不支持5G,https://item.jd.com/10038388563949.html,酷比（koobee）X60,,https://img14.360buyimg.com/n7/jfs/t1/136814/10/18592/67525/60e41e7dE37078aa2/3fe78ab3931a7a63.jpg,699.00,高清HD+
未知后摄像素,暂无型号,其他,其他,不支持5G,https://item.jd.com/10043391580205.html,OPPOA36,,https://img10.360buyimg.com/n7/jfs/t1/104741/31/22296/392271/620c6d25Ed31ea741/d01cc5636ad6de3e.jpg,999.00,其他
1300万像素,其他,4GB,64GB,不支持5G,https://item.jd.com/10043466399136.html,飞利浦（PHILIPS）PH1,,https://img11.360buyimg.com/n7/jfs/t1/140861/10/23556/136857/61bc016eE1b8b2045/a7df244645158c6c.jpg,599.00,其他
1300万像素,暂无型号,8GB,128GB,不支持5G,https://item.jd.com/10039814205285.html,天语（K-Touch）i13,,https://img10.360buyimg.com/n7/jfs/t1/221838/14/1146/68474/61824a69Ef5ea12c8/87478755cdd88819.jpg,799.00,其他
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/28681396685.html,【二手9成新】OPPO R11s 安卓手机  全网通 二手手机 香槟金 4G+64G 全网通,,https://img10.360buyimg.com/n7/jfs/t1/215313/6/16415/683886/62487cb6E981a7aa6/1a6ef04dcaa0061d.png,428.00,未知分辨率
5000万像素,其他,8GB,128GB,支持5G,https://item.jd.com/10021325154639.html,华为（HUAWEI）Mate 40 Pro,,https://img14.360buyimg.com/n7/jfs/t1/136599/27/14228/104347/5f9d73ebE541b0bef/cb07b834336d4354.jpg,8699.00,其他
4800万像素,骁龙778G 4G,8GB,256GB,支持5G,https://item.jd.com/10045096403661.html,真我（realme）Q3t,,https://img11.360buyimg.com/n7/jfs/t1/106377/29/23953/57534/621879a3Ed3c1a5c4/ed15b4911b37ec07.jpg,1599.00,全高清FHD+
4000万像素,暂无型号,其他,其他,不支持5G,https://item.jd.com/10045610413411.html,华为（HUAWEI）华为HUAWEI P50 Pocket宝盒,,https://img11.360buyimg.com/n7/jfs/t1/94532/39/25138/341502/6241ab5bE5f0be5db/2ab5c62e9f3d0a0b.jpg,10688.00,全高清FHD+
未知后摄像素,暂无型号,未知运行内存,未知机身内存,支持5G,https://item.jd.com/10026654157169.html,华为（HUAWEI）华为mate30 RS 保时捷限量版 二手华为手机 二手手机 二手5G手机 玄黑  12G+512G,,https://img14.360buyimg.com/n7/jfs/t1/122898/10/22007/106449/622c7588E653f98d2/384c5194eb191069.jpg,5199.00,未知分辨率
未知后摄像素,暂无型号,8GB,128GB,支持5G,https://item.jd.com/10042038820196.html,荣耀（HONOR）荣耀X30 5G,,https://img11.360buyimg.com/n7/jfs/t1/135485/40/22347/103760/61f63bf0Ed0975549/18250d589bf8ee44.jpg,1699.00,其他
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/64512957458.html,未知商品名,,https://img13.360buyimg.com/n7/jfs/t1/180606/40/14858/465212/60f63b9eEf4a8620d/f90939967b7ca4d8.png,1399.00,未知分辨率
10800万像素,其他,12GB,256GB,支持5G,https://item.jd.com/10046788471887.html,小米（MI）k50pro,,https://img12.360buyimg.com/n7/jfs/t1/219046/6/15564/203720/62394087E30add488/0cdf44fa11d193ae.jpg,3689.00,其他
其他,骁龙888 Plus,12GB,256GB,支持5G,https://item.jd.com/10035640418329.html,vivo iQOO8Pro【6期免息+下单好礼+碎屏险】5G新机120Hz电竞游戏屏游戏散热拍照手机 iQOO 8 Pro 传奇 12G+256G 标配版,,https://img14.360buyimg.com/n7/jfs/t1/103488/23/25910/160343/62441f9eE60344c4d/7dc823fc82f57b68.jpg,4499.00,其他
未知后摄像素,暂无型号,12GB,256GB,支持5G,https://item.jd.com/10042046665996.html,vivo iQOO Neo5S 骁龙888独立显示芯片 66W闪充大电量5G全网通电竞游戏智能手机 日落峡谷 12+256G 标配版,,https://img11.360buyimg.com/n7/jfs/t1/98723/37/25716/129645/6242a54cE41523b1f/8583ea7d9870ca55.jpg,2999.00,高清HD+
5000万像素,骁龙8 Gen 1,12GB,512GB,支持5G,https://item.jd.com/10042826742674.html,vivoiQOO 9 Pro,,https://img14.360buyimg.com/n7/jfs/t1/98083/29/26672/186500/623e7347Ee72ad517/ac9c402861f3b2a8.jpg,5499.00,WQHD
10800万像素,其他,8GB,256GB,支持5G,https://item.jd.com/10041734098980.html,【白条6期免息】荣耀60pro 5G新品手机 亮黑色 8GB+256GB【白条6期免息】,,https://img10.360buyimg.com/n7/jfs/t1/106588/27/24095/233430/6215e36fE2675c1b2/2a99e50a6ce4bca2.jpg,3679.00,全高清FHD+
未知后摄像素,暂无型号,8GB,128GB,支持5G,https://item.jd.com/10043180574207.html,华为智选 麦芒9 5G 6400万高清三摄防爆智能手机 本安EX防爆手机 化工厂石油天然气 防爆定制版（带证书） 8GB+128GB,,https://img12.360buyimg.com/n7/jfs/t1/95544/25/26064/121890/62427d64E524fcfca/84700c162082ea27.jpg,3499.00,其他
未知后摄像素,暂无型号,未知运行内存,256GB,支持5G,https://item.jd.com/10029436750946.html,小米11 ultra手机 5G手机 二手手机 小米二手手机  安卓二手手机 二手小米 陶瓷黑 12GB+256GB,,https://img11.360buyimg.com/n7/jfs/t1/86206/10/22901/118955/622c7591Ee3a87634/6cec71991da7f853.jpg,4009.00,未知分辨率
未知后摄像素,暂无型号,8GB,256GB,不支持5G,https://item.jd.com/71558048366.html,三星（SAMSUNG）Galaxy Z Flip3,,https://img11.360buyimg.com/n7/jfs/t1/40613/22/15983/62923/612f8abaE7f515fdf/59d412e4880c4fb9.jpg,27848.00,其他
6400万像素,骁龙888,8GB,128GB,支持5G,https://item.jd.com/10026992573626.html,努比亚（nubia）红魔6R,,https://img11.360buyimg.com/n7/jfs/t1/100311/25/22314/162230/61f4ee23Ed795de2a/73fc66160d584283.jpg,2109.00,全高清FHD+
未知后摄像素,暂无型号,8GB,128GB,不支持5G,https://item.jd.com/10043790142345.html,摩托罗拉 moto edge X30 高通骁龙8Gen1X30新品5G手机【X30屏下摄像版可选】 秋桐影8+256GB 白条12期免息,,https://img10.360buyimg.com/n7/jfs/t1/94494/29/26013/114533/622ffd9eE07296f39/374c9c402440ed2b.jpg,3299.00,其他
10800万像素,骁龙750G,6GB,128GB,支持5G,https://item.jd.com/10041821881294.html,金铠特（JKAITE）K9,,https://img14.360buyimg.com/n7/jfs/t1/161419/15/28785/158395/61c82410Ee7f50ac7/a707486e894a0810.jpg,2899.00,全高清FHD+
未知后摄像素,骁龙8 Gen 1,12GB,256GB,支持5G,https://item.jd.com/10044483192233.html,小米（MI）小米 Redmi 红米K50 电竞版,,https://img13.360buyimg.com/n7/jfs/t1/106976/35/22515/471170/620de977E86b05ef9/5285d333575ace8f.png,4468.00,其他
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10029754083867.html,未知商品名,,https://img12.360buyimg.com/n7/jfs/t1/148839/4/15905/127798/5fc1a89aEac637661/6dd3a5ae669aa4b0.jpg,1733.00,未知分辨率
其他,其他,其他,其他,支持5G,https://item.jd.com/10039796174103.html,小米红米Redmi Note 11 5G （白条0首付6期分期免息）智能手机 浅梦星河 白条分期6GB+128GB,,https://img13.360buyimg.com/n7/jfs/t1/222911/33/445/92893/617b8474E362b3e1a/8d8a0ac3e1315ef4.jpg,1399.00,其他
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10033559831388.html,vivovivo s10pro,,https://img13.360buyimg.com/n7/jfs/t1/220335/16/15708/146844/62491037E0652f168/101a1796c9e0accb.jpg,2999.00,未知分辨率
4800万像素,骁龙480,8GB,256GB,不支持5G,https://item.jd.com/10041390329859.html,AGMAGM G1,,https://img14.360buyimg.com/n7/jfs/t1/212237/30/8953/111254/61c6897fE5917dcc9/a6cd8231e19f143e.jpg,3699.00,全高清FHD+
未知后摄像素,暂无型号,8GB,128GB,支持5G,https://item.jd.com/10038435369131.html,OPPOK9s,,https://img11.360buyimg.com/n7/jfs/t1/187474/3/25395/205613/6247fe9fE02215a2d/a5011df6fdf1defe.jpg,1699.00,全高清FHD+
1300万像素,天玑700,6GB,128GB,支持5G,https://item.jd.com/10042345773922.html,荣耀（HONOR）荣耀畅玩30 Plus,,https://img12.360buyimg.com/n7/jfs/t1/211841/18/8558/87817/61c02a10E316cfd5a/14f9319d867c0ae9.jpg,1299.00,高清HD+
6400万像素,骁龙8,8GB,128GB,支持5G,https://item.jd.com/10044486894004.html,小米（MI）小米 Redmi K50 电竞版,,https://img14.360buyimg.com/n7/jfs/t1/100245/23/23715/116395/620dbccfEca6f1233/6326712b2cb8c2a9.jpg,3889.00,其他
4800万像素,暂无型号,8GB,128GB,支持5G,https://item.jd.com/10044848029733.html,小米（MI）Redmi  Note9 5G ,,https://img13.360buyimg.com/n7/jfs/t1/168595/36/27715/122568/6214605bE22490597/4a481b223cd7b729.png,1089.00,全高清FHD+
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10037732735087.html,AppleiPhone13 Pro ,,https://img12.360buyimg.com/n7/jfs/t1/165951/37/15235/204367/6245a6f8Eaa81002e/81d76e8408a56cc0.jpg,7276.00,未知分辨率
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10041063215092.html,未知商品名,,https://img12.360buyimg.com/n7/jfs/t1/138593/26/22475/62162/619dd316E790d50b5/2fd6db491df9dee7.jpg,1649.00,未知分辨率
未知后摄像素,暂无型号,8GB,256GB,支持5G,https://item.jd.com/10044934369499.html,华为（HUAWEI）hi nova9,,https://img14.360buyimg.com/n7/jfs/t1/111543/21/22722/114585/62187a4cE34063f53/6fce769eb83ef75b.jpg,3399.00,全高清FHD+
6400万像素,麒麟985,8GB,256GB,支持5G,https://item.jd.com/10026329875643.html,华为（HUAWEI）nova 8 Pro,,https://img13.360buyimg.com/n7/jfs/t1/126657/21/24173/111446/620e0a91E492c411b/dd92102c518b2c60.jpg,4548.00,其他
未知后摄像素,暂无型号,未知运行内存,64GB,不支持5G,https://item.jd.com/10039585064665.html,APPLEiPhone X,,https://img10.360buyimg.com/n7/jfs/t1/175657/11/26611/102435/620cf9c8E0da93dbd/e7b4de48e40630f9.jpg,1516.00,未知分辨率
未知后摄像素,暂无型号,未知运行内存,64GB,不支持5G,https://item.jd.com/10023050044439.html,OPPOA5,,https://img14.360buyimg.com/n7/jfs/t1/90527/18/25537/266389/622c758dEc4d70a13/dc47dfc947388fa3.png,449.00,未知分辨率
未知后摄像素,暂无型号,12GB,256GB,支持5G,https://item.jd.com/10047175290878.html,真我（realme）真我gt neo3,,https://img13.360buyimg.com/n7/jfs/t1/223910/8/8381/210359/6245023eEfaab10c6/d73237238a901c28.jpg,2899.00,其他
5000万像素,骁龙870,其他,其他,支持5G,https://item.jd.com/10034501232370.html,真我（realme）GT大师版,,https://img10.360buyimg.com/n7/jfs/t1/197421/38/14551/151847/6176b3f4E81c9f589/6c556a4e1410dba1.jpg,1798.00,全高清FHD+
6400万像素,骁龙870,8GB,128GB,支持5G,https://item.jd.com/10037243732304.html,魅族（meizu） 魅族 18X ,,https://img14.360buyimg.com/n7/jfs/t1/121144/18/22520/140505/62287b66Ecaea1f38/ba5356bfcb8cfe7b.jpg,2299.00,全高清FHD+
未知后摄像素,暂无型号,其他,其他,支持5G,https://item.jd.com/10042474879664.html,真我（realme）realme 真我Q3s,,https://img14.360buyimg.com/n7/jfs/t1/208888/35/16816/206427/62035f86E4e4effbd/835c52bff2adbb48.jpg,1248.00,其他
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10033155635648.html,三星（SAMSUNG）S20+,,https://img13.360buyimg.com/n7/jfs/t1/186664/21/23117/114502/62485e19Ec5e9b7bf/7d9da1160a0a25cd.jpg,3799.00,未知分辨率
1300万像素,天玑700,8GB,128GB,支持5G,https://item.jd.com/10046245335314.html,vivoy33s,,https://img14.360buyimg.com/n7/jfs/t1/217267/37/14590/132374/622aeed3Eedb7c82c/ca52a0922d9877ea.jpg,1599.00,高清HD+
6400万像素,麒麟985,8GB,256GB,支持5G,https://item.jd.com/10026285686817.html,华为（HUAWEI）nova 8 Pro,,https://img12.360buyimg.com/n7/jfs/t1/158325/36/959/100080/5feda359Eee3e9457/118f4f6f2c72d2d6.jpg,4089.00,全高清FHD+
4800万像素,紫光展锐,其他,128GB,支持5G,https://item.jd.com/10040327115377.html,AGMX5纯享版,,https://img12.360buyimg.com/n7/jfs/t1/163971/36/22714/103632/61c68939E3001a56d/d61e2cfd8b2ad274.jpg,2999.00,QHD+及以上
5000万像素,麒麟990 5G,8GB,128GB,支持5G,https://item.jd.com/69030607494.html,华为（HUAWEI）P40 Pro (5G),,https://img14.360buyimg.com/n7/jfs/t1/195755/2/18788/100783/611df3deE56376901/4e9234ccd45318b0.jpg,6499.00,全高清FHD+
未知后摄像素,暂无型号,8GB,256GB,支持5G,https://item.jd.com/10043623223907.html,小米（MI）小米11 Ultra,,https://img12.360buyimg.com/n7/jfs/t1/96633/22/24129/122303/6231b566E1b416de9/1c78ec2e419888bc.jpg,3999.00,其他
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10024953541168.html,未知商品名,,https://img13.360buyimg.com/n7/jfs/t1/146099/33/25234/505707/6240d479Ef5effd8d/5319ce7e1b03c921.png,2999.00,未知分辨率
5000万像素,骁龙870,12GB,256GB,支持5G,https://item.jd.com/10041274942180.html,vivoiQOO Neo5 SE,,https://img10.360buyimg.com/n7/jfs/t1/163258/8/21959/451777/62456e22E7968a03f/9743f108a73b3bc6.jpg,2199.00,全高清FHD+
6400万像素,天玑1200,12GB,256GB,支持5G,https://item.jd.com/10037203227710.html,OPPOk9 pro,,https://img10.360buyimg.com/n7/jfs/t1/151028/25/21171/653950/62300a91Ec46f6ab6/e4fa8fe637fa4693.png,2499.00,其他
5000万像素,骁龙8,12GB,256GB,支持5G,https://item.jd.com/10043522226858.html,荣耀（HONOR）荣耀Magic V,,https://img13.360buyimg.com/n7/jfs/t1/208111/33/15559/190247/61dd4160E9f36e258/60d353b7531194cc.jpg,12999.00,其他
其他,骁龙778G 4G,8GB,128GB,支持5G,https://item.jd.com/10042494860865.html,小米（MI）小米11青春活力版,,https://img10.360buyimg.com/n7/jfs/t1/176747/8/24795/297732/61cec453E4b4d0f5a/57b2b48f5b4bfb30.jpg,1889.00,其他
1亿像素,骁龙888,其他,其他,支持5G,https://item.jd.com/10028576712012.html,小米（MI）小米Mix fold,,https://img12.360buyimg.com/n7/jfs/t1/168207/32/16355/197929/606443bfE80735f8e/d9704159de873c6b.png,8999.00,其他
未知后摄像素,暂无型号,8GB,128GB,支持5G,https://item.jd.com/10043240147099.html,小米（MI）MIX 4,,https://img14.360buyimg.com/n7/jfs/t1/212945/10/10152/106680/61d43144Ed65bb11a/41bfd32693868d95.jpg,3599.00,其他
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10046808081894.html,未知商品名,,https://img14.360buyimg.com/n7/jfs/t1/102951/32/25328/94115/6239f978Eb6753b10/45efcab1712f954d.jpg,3899.00,未知分辨率
未知后摄像素,暂无型号,8GB,256GB,支持5G,https://item.jd.com/10042986612820.html,OPPOA96,,https://img10.360buyimg.com/n7/jfs/t1/197451/16/21803/131712/6247c3a7Efd8048de/f5fe25a3c7c2d528.jpg,2099.00,全高清FHD+
未知后摄像素,暂无型号,未知运行内存,128GB,不支持5G,https://item.jd.com/10026137593415.html,Apple苹果se2,,https://img10.360buyimg.com/n7/jfs/t1/124063/37/20064/142326/5fc1aca4E39a654ef/def4428f907826ab.jpg,1765.00,未知分辨率
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10030721920196.html,【官翻机】三星 Galaxy S10/S10+ 4G 拍拍严选  三星二手手机  炭晶黑S10+ 8GB+128GB,,https://img11.360buyimg.com/n7/jfs/t1/75013/26/14489/100186/622c7590E0e340647/8cf431d8bb56e727.jpg,2399.00,未知分辨率
5000万像素,三星Exynos 1080,12GB,256GB,支持5G,https://item.jd.com/10034599174397.html,vivoX70 Pro,,https://img12.360buyimg.com/n7/jfs/t1/109773/12/25347/416096/62469f76Ec5448c46/808b6fe515435501.png,4049.00,全高清FHD+
未知后摄像素,天玑810,4GB,128GB,不支持5G,https://item.jd.com/10038952790157.html,小米（MI）小米Redmi Note 11 5G,,https://img12.360buyimg.com/n7/jfs/t1/135846/28/24875/108396/6227002fEd680c73e/5622e7543e54f6b2.jpg,1299.00,全高清FHD+
6400万像素,天玑700,8GB,128GB,支持5G,https://item.jd.com/10020064742876.html,华为（HUAWEI）X20 SE,,https://img11.360buyimg.com/n7/jfs/t1/129961/12/22271/51678/620b3736E726c188f/973436ae5e6befee.jpg,1399.00,全高清FHD+
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10037704593262.html,未知商品名,,https://img12.360buyimg.com/n7/jfs/t1/172271/5/22551/57693/61c7e69bEde3e1253/3da401799885be49.jpg,8758.00,未知分辨率
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10020193331405.html,【二手95新】OPPO R17手机 2500万美颜6.4英寸水滴屏全面屏 光感屏幕指纹 AI智能拍照 流光蓝 6G+128GB,,https://img10.360buyimg.com/n7/jfs/t1/216381/21/10568/240888/61dcfba7E847000ef/13cd75c41e5472da.jpg,738.00,未知分辨率
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10038615700084.html,iQOOiQOO Z5x,,https://img14.360buyimg.com/n7/jfs/t1/162560/8/27986/164647/62484010E1f0fd7f9/b5fe8c7774af789c.jpg,1799.00,未知分辨率
800万像素,其他,其他,其他,不支持5G,https://item.jd.com/10026579374455.html,多亲（QIN）Qin 2 Pro,,https://img10.360buyimg.com/n7/jfs/t1/139025/10/26838/93431/6194e5dfE218556ac/4546fa88cfab339e.jpg,799.00,其他
其他,骁龙888,12GB,256GB,不支持5G,https://item.jd.com/10034797966321.html,iQOOiQOO 8,,https://img11.360buyimg.com/n7/jfs/t1/187745/33/22573/192309/6248394dE360393d3/af08645b7b341182.jpg,4299.00,其他
4800万像素,其他,8GB,128GB,支持5G,https://item.jd.com/69777933856.html,华为（HUAWEI）畅享z,,https://img11.360buyimg.com/n7/jfs/t1/186483/23/16784/123687/610b4893Ece5e1f9b/35780681cb8be822.jpg,2199.00,全高清FHD+
1300万像素,其他,4GB,64GB,不支持5G,https://item.jd.com/65980715499.html,华为（HUAWEI）畅享 20e,,https://img14.360buyimg.com/n7/jfs/t1/218287/38/12395/80287/620883bcEbfbf4a16/2a6b6ab06800690a.jpg,999.00,高清HD+
1亿像素,骁龙888,12GB,512GB,支持5G,https://item.jd.com/10028533983678.html,小米（MI）以官网信息为准,,https://img13.360buyimg.com/n7/jfs/t1/160532/2/19500/378825/607ac9afEf264a1dd/d3faeb9f48d21d50.png,6378.00,其他
其他,其他,2GB以下,128GB,不支持5G,https://item.jd.com/10040327424132.html,AGMM7,,https://img12.360buyimg.com/n7/jfs/t1/137585/20/23857/110211/61c0483bE6a01ecaa/4817004eb11fa4c0.jpg,599.00,标清SD
1200万像素,其他,4GB,128GB,支持5G,https://item.jd.com/10028242948850.html,AppleiPhone 12,,https://img10.360buyimg.com/n7/jfs/t1/121625/3/15146/48544/5f894954Eb27eb201/b4f64b6815081689.jpg,5199.00,全高清FHD+
未知后摄像素,暂无型号,8GB,128GB,支持5G,https://item.jd.com/10045904185367.html,华为（HUAWEI）Mate 30E Pro,,https://img12.360buyimg.com/n7/jfs/t1/135604/5/23460/139072/6225d0abEe8097069/1d2137ae10060260.jpg,4999.00,其他
1300万像素,其他,4GB,128GB,不支持5G,https://item.jd.com/10021850250728.html,小米红米Redmi 9A 5000mAh大电量 白条分期0首付6期分期人脸解锁手机 晴空蓝 4GB+128GB,,https://img13.360buyimg.com/n7/jfs/t1/149163/9/8826/86660/5f655f99E4c067591/3d4f3374c371a3db.jpg,899.00,其他
未知后摄像素,暂无型号,未知运行内存,256GB,不支持5G,https://item.jd.com/10043953683185.html,Apple 苹果 iPhone XR 苹果XR 国行全网双卡 6.1英寸 原装二手手机 黑色[赠配件大礼包] 95新128G全网通,,https://img10.360buyimg.com/n7/jfs/t1/196740/28/21436/229368/6231f9d9Ea6f86f9b/9e14ffab274b9bdf.jpg,2088.00,未知分辨率
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10026326248875.html,未知商品名,,https://img10.360buyimg.com/n7/jfs/t1/117560/20/25244/460215/623daa3aE46138d4f/3c9839e7db4af085.png,1179.00,未知分辨率
未知后摄像素,暂无型号,其他,其他,不支持5G,https://item.jd.com/10043279024901.html,一加9RT,,https://img11.360buyimg.com/n7/jfs/t1/148710/15/25277/214341/62393a18E3ff60ee1/686444f2e231efb5.jpg,3299.00,其他
10800万像素,骁龙778G,8GB,256GB,支持5G,https://item.jd.com/10034779287802.html,荣耀（HONOR）荣耀50,,https://img12.360buyimg.com/n7/jfs/t1/138015/32/22152/242308/6184a65eE9183c1ee/c994376152df415d.jpg,2499.00,全高清FHD+
未知后摄像素,暂无型号,未知运行内存,256GB,不支持5G,https://item.jd.com/10039542907830.html,荣耀（honor）华为荣耀20,,https://img10.360buyimg.com/n7/jfs/t1/138235/2/26275/514496/61bc4b64E4215d150/46b8d521eca24f04.png,1060.00,未知分辨率
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10039361492784.html,未知商品名,,https://img14.360buyimg.com/n7/jfs/t1/156560/26/27616/65944/617a9b92E0b895bd7/8f2a301c784a8e1b.jpg,1198.00,未知分辨率
未知后摄像素,暂无型号,8GB,256GB,不支持5G,https://item.jd.com/10042537974166.html,OPPOReno7,,https://img11.360buyimg.com/n7/jfs/t1/117593/3/24035/146688/6242d73eE4abff91d/f6d64693b4c39a29.jpg,2699.00,其他
4800万像素,其他,8GB,128GB,支持5G,https://item.jd.com/10028146509178.html,OPPOA93,,https://img13.360buyimg.com/n7/jfs/t1/222905/20/4491/176301/61a603f4Ece360467/decc0f42de9a9d2b.jpg,1599.00,高清HD+
4800万像素,天玑700,8GB,256GB,支持5G,https://item.jd.com/10034151861901.html,OPPOPFGM00,,https://img11.360buyimg.com/n7/jfs/t1/195216/21/22244/244208/6246c0cfEd4b643b0/d65db0b132839b96.jpg,1769.00,全高清FHD+
4800万像素,其他,6GB,128GB,支持5G,https://item.jd.com/10043192774387.html,荣耀X30 （白条分期0首付6期免息可选）全网通手机 幻夜黑 白条分期6GB+128GB,,https://img12.360buyimg.com/n7/jfs/t1/171707/28/25415/231223/61cf0457E68552dca/ec4c4fa8fae070ad.jpg,1699.00,其他
4800万像素,暂无型号,8GB,128GB,支持5G,https://item.jd.com/10044518499813.html,华为（HUAWEI）畅享20 Plus 5G,,https://img13.360buyimg.com/n7/jfs/t1/144104/22/25722/128803/623c32c1E011d3709/403db9886f7ddde4.jpg,1599.00,全高清FHD+
未知后摄像素,暂无型号,其他,其他,支持5G,https://item.jd.com/10046571152285.html,荣耀（HONOR）荣耀magic V ,,https://img10.360buyimg.com/n7/jfs/t1/92114/24/20476/55351/61dd16f2E503446f8/6a816597bb1e325b.jpg,11189.00,其他
未知后摄像素,暂无型号,8GB,256GB,支持5G,https://item.jd.com/10046243914601.html,荣耀（HONOR）荣耀60,,https://img11.360buyimg.com/n7/jfs/t1/88239/12/22572/120577/62369debEdc5159cc/abc5bb148c0add69.jpg,2499.01,其他
5000万像素,天玑900,8GB,256GB,支持5G,https://item.jd.com/10038361584490.html,vivoZ5x,,https://img10.360buyimg.com/n7/jfs/t1/174334/17/21397/393244/622aae15Ea4864b42/4686cf7a3612c11e.jpg,1599.00,全高清FHD+
其他,其他,8GB,128GB,不支持5G,https://item.jd.com/10031105741481.html,vivovivo Y71t,,https://img11.360buyimg.com/n7/jfs/t1/221753/10/14009/376163/62457f3cE8a69ff9a/79e940a995ceb401.jpg,1799.00,其他
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10043080939017.html,未知商品名,,https://img12.360buyimg.com/n7/jfs/t1/206538/17/19897/449405/62490963Eee643598/6bc63e78e5364c48.jpg,1999.00,未知分辨率
未知后摄像素,暂无型号,8GB,128GB,支持5G,https://item.jd.com/10036237377511.html,vivovivo x70,,https://img11.360buyimg.com/n7/jfs/t1/196230/4/22047/148653/624910beEad313d6c/74765d94740c9991.jpg,2799.00,全高清FHD+
6400万像素,其他,8GB,128GB,支持5G,https://item.jd.com/10031157353109.html,OPPOReno6,,https://img14.360buyimg.com/n7/jfs/t1/99757/7/25569/557796/624922fbE9bc85d8c/88944bae3cfdb2bb.jpg,2689.00,全高清FHD+
未知后摄像素,暂无型号,其他,512GB,不支持5G,https://item.jd.com/10034286411244.html,Apple 苹果 iPhone 13 Pro Max支持移动联通电信5G苹果13promax手机 苍岭绿色 128G 官方标配,,https://img14.360buyimg.com/n7/jfs/t1/144207/28/24072/115691/6238195cEe6533389/9e0ea0d9cc8054a3.jpg,8839.00,其他
未知后摄像素,骁龙870,12GB,256GB,支持5G,https://item.jd.com/10045488565357.html,【12期免息】红米40S手机 Redmi K40S新品5G手机小米游戏手机 银迹 12+256GB 官方标配+壕礼12选1,,https://img12.360buyimg.com/n7/jfs/t1/112569/38/24118/142664/6235743aEe9235de6/68686a06fa091eea.jpg,2399.00,全高清FHD+
1600万像素,其他,4GB,64GB,不支持5G,https://item.jd.com/10034756693672.html,中兴（ZTE）ZTE V2022 4G,,https://img12.360buyimg.com/n7/jfs/t1/101685/23/26820/68105/62440012E5372ebb8/1f5375b62e61f9a3.jpg,799.00,高清HD+
未知后摄像素,其他,4GB,128GB,不支持5G,https://item.jd.com/10042707294617.html,vivoY10 (t1)版,,https://img12.360buyimg.com/n7/jfs/t1/223032/18/10205/305164/6200e259E9674d9ae/b946330c19f1fa41.jpg,1099.00,其他
未知后摄像素,其他,其他,128GB,支持5G,https://item.jd.com/10042757404067.html,AppleiPhone 13 Pro,,https://img12.360buyimg.com/n7/jfs/t1/178087/22/22645/239075/624430d3Ef544ada6/ef421c2af0105efb.jpg,7818.00,其他
5000万像素,骁龙888 4G,8GB,256GB,不支持5G,https://item.jd.com/10039551171222.html,华为（HUAWEI）P50,,https://img12.360buyimg.com/n7/jfs/t1/218091/21/2214/145517/617a4c40Eb15397c7/df335c72d33082b2.jpg,4988.00,其他
未知后摄像素,暂无型号,未知运行内存,未知机身内存,不支持5G,https://item.jd.com/10021812390864.html,【二手9成新】 苹果7 Apple iPhone 7 二手手机 国行 苹果手机 磨砂黑 128G【电池效率100%+充电套装】,,https://img14.360buyimg.com/n7/jfs/t1/116339/9/24289/375624/62301fa3E0993a237/be8d4e3bd329b302.jpg,888.00,未知分辨率
